accident_id,Country,Year,Month,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Population Density
ACC08566,India,2023,September,Main Road,Foggy,410.9171695,1,70,Male,0.182985416,0,Good,0,2,Moderate,0,1,41.111131,1969.193131,Distracted Driving,1,23530.42036,67699.61524,31.41496644
ACC08567,India,2023,December,Highway,Windy,169.9364402,2,95,Female,0.063849297,0,Good,2,0,Moderate,1,0,37.45156554,6577.343558,Drunk Driving,1,29636.59929,45737.59418,740.4376777
ACC08568,China,2023,March,Highway,Foggy,379.7010544,1,108,Female,0.176194846,1,Moderate,0,2,Severe,2,1,7.411646007,7400.259163,Weather,0,35221.4861,51981.17127,820.4657893
ACC08569,USA,2023,October,Main Road,Clear,248.3921218,3,118,Female,0.064207539,1,Good,0,0,Severe,8,2,28.28039379,7733.066744,Weather,2,43062.13741,99879.41914,2525.868014
ACC08570,Japan,2023,September,Street,Rainy,224.560026,2,98,Male,0.233217825,1,Poor,2,2,Severe,11,0,41.2463208,5304.255955,Drunk Driving,4,17467.64033,27299.38839,142.8089701
ACC08571,China,2023,June,Highway,Foggy,115.5205252,2,44,Male,0.035784531,1,Good,0,1,Minor,18,1,50.84591833,2304.438984,Drunk Driving,5,8992.578955,7275.759975,803.8871902
ACC08572,Australia,2023,October,Street,Rainy,427.6781427,3,33,Female,0.091961076,0,Poor,1,2,Moderate,7,0,39.60337149,1939.956913,Weather,5,10213.17778,98686.23189,3078.54481
ACC08573,Australia,2023,July,Highway,Foggy,153.5216767,2,76,Male,0.163858602,1,Moderate,0,0,Moderate,12,3,13.89990913,3461.081215,Weather,8,15131.34284,95361.90567,1938.82363
ACC08574,China,2023,February,Main Road,Clear,301.4533457,1,103,Male,0.222759329,1,Good,2,1,Severe,7,1,16.19368612,9990.275877,Speeding,8,6004.84104,89046.61583,1804.250317
ACC08575,India,2023,April,Street,Clear,69.90751329,4,45,Male,0.001525231,0,Moderate,0,2,Moderate,3,2,10.15845927,8253.869414,Drunk Driving,1,5084.90152,67211.53897,2555.757113
ACC08576,UK,2023,December,Street,Rainy,346.3264176,2,32,Female,0.02050695,1,Poor,0,0,Severe,12,4,32.53024415,1077.004648,Distracted Driving,9,33880.53577,13032.81187,2819.504751
ACC08577,Germany,2023,June,Highway,Clear,499.4839045,3,102,Female,0.09641069,0,Good,0,2,Moderate,15,4,21.15478969,2059.000424,Distracted Driving,2,6810.934734,42031.88436,3683.859604
ACC08578,Japan,2023,August,Highway,Windy,487.7621941,1,73,Female,0.14754547,0,Good,0,0,Minor,10,2,39.24708275,5742.588214,Weather,2,44139.80518,77600.80651,1984.891636
ACC08579,UK,2023,July,Highway,Snowy,332.7907464,2,96,Male,0.23071782,0,Good,2,0,Moderate,18,2,54.56959336,5661.662016,Distracted Driving,3,17970.48452,82902.02775,945.3021716
ACC08580,Canada,2023,January,Highway,Snowy,226.7915122,4,43,Female,0.116852291,0,Poor,2,2,Minor,2,1,48.85809269,5652.123963,Distracted Driving,8,3212.908524,1634.851195,4765.123925
ACC08581,Canada,2023,November,Main Road,Foggy,57.78102225,1,42,Female,0.125766466,0,Good,1,2,Minor,14,4,28.33828684,5770.321819,Drunk Driving,1,11351.86379,67314.98015,2268.237551
ACC08582,Russia,2023,May,Highway,Clear,419.4141706,4,42,Female,0.030379153,0,Good,1,0,Moderate,10,3,20.16961449,9087.833277,Mechanical Failure,2,34968.86839,60714.03474,3568.06689
ACC08583,Brazil,2023,October,Main Road,Snowy,71.21369054,1,80,Male,0.182508746,1,Good,0,0,Minor,1,0,56.88032008,8665.861188,Speeding,8,40751.9978,28242.46452,3844.66943
ACC08584,UK,2023,May,Street,Snowy,317.0994811,2,38,Male,0.033875565,0,Moderate,0,2,Severe,12,3,34.91155918,7234.142995,Weather,7,8934.195551,69393.26003,45.41947318
ACC08585,Germany,2023,May,Street,Foggy,139.7577354,2,39,Male,0.202597638,0,Good,1,1,Severe,9,2,24.90164576,9000.52675,Weather,7,27531.37879,28191.10851,25.74014972
ACC08586,Russia,2023,November,Main Road,Foggy,89.33848933,1,70,Female,0.041300307,0,Poor,0,2,Moderate,19,0,12.25313625,823.376295,Mechanical Failure,5,21301.0059,29024.81475,118.9622877
ACC08587,Canada,2023,September,Street,Clear,191.3968924,2,95,Male,0.042628773,0,Poor,0,2,Minor,3,0,48.79569368,4769.309779,Weather,1,14837.17042,28586.40881,974.6748718
ACC08588,Australia,2023,July,Highway,Foggy,281.0813104,4,60,Female,0.18486816,1,Moderate,2,2,Moderate,12,1,27.35500036,6544.774117,Weather,0,33921.6006,48009.30848,1355.527189
ACC08589,Brazil,2023,December,Highway,Foggy,493.1006511,2,114,Female,0.169023153,0,Poor,2,1,Minor,18,4,20.61053718,7080.538022,Weather,8,34376.587,54889.9663,4709.020943
ACC08590,Canada,2023,March,Highway,Snowy,62.59487602,2,72,Male,0.08350738,0,Poor,0,2,Minor,11,4,59.52386655,7998.160424,Weather,6,34117.15155,96777.32822,1589.604411
ACC08591,Russia,2023,June,Highway,Windy,240.7198065,2,95,Female,0.145908282,0,Moderate,2,0,Severe,7,4,48.54025761,9355.421405,Drunk Driving,0,8440.829168,60733.5965,745.3567626
ACC08592,India,2023,August,Street,Clear,407.4618365,1,84,Female,0.054394824,0,Poor,2,2,Severe,14,3,56.09394591,538.7685102,Weather,4,18020.83335,53497.72569,2007.230052
ACC08593,Germany,2023,April,Highway,Clear,298.0131226,3,34,Male,0.203932233,1,Poor,0,0,Moderate,6,1,7.953106741,6386.329085,Mechanical Failure,2,33994.51954,20460.82007,3429.145645
ACC08594,India,2023,September,Main Road,Rainy,444.5157858,2,93,Female,0.209526508,0,Poor,1,0,Severe,11,3,25.14415003,7314.297553,Mechanical Failure,0,23303.7613,4267.109934,1128.871957
ACC08595,Australia,2023,October,Street,Clear,344.9367238,1,37,Female,0.10665356,1,Moderate,2,2,Minor,4,3,53.51959546,7549.3492,Mechanical Failure,7,30361.53149,10421.46938,1131.772626
ACC08596,Germany,2023,September,Street,Clear,219.1725993,2,49,Male,0.070280494,1,Good,1,2,Severe,12,4,50.05685167,8518.758964,Weather,8,38311.72042,23479.1369,2611.660777
ACC08597,Australia,2023,December,Street,Rainy,453.9164289,3,34,Female,0.132799154,1,Moderate,0,1,Moderate,11,3,29.00596131,6367.956056,Distracted Driving,6,7305.87979,25309.87387,2506.413116
ACC08598,USA,2023,June,Street,Windy,435.7755474,2,36,Male,0.194788065,1,Moderate,2,0,Moderate,7,1,26.93357106,4402.073157,Speeding,0,41332.28074,37664.1445,4107.578852
ACC08599,UK,2023,August,Highway,Rainy,196.7026882,1,65,Female,0.046502139,0,Poor,0,1,Severe,0,1,58.74508911,3314.059176,Weather,1,35202.5142,43757.10614,4335.246812
ACC08600,Japan,2023,September,Main Road,Foggy,218.5529251,3,96,Male,0.08809287,1,Good,1,1,Minor,14,3,43.3319927,4778.451057,Speeding,1,41147.04853,56215.32763,3686.111505
ACC08601,Russia,2023,May,Highway,Foggy,141.9433437,2,43,Female,0.098524966,0,Moderate,1,0,Severe,13,1,56.60429981,5872.748788,Weather,6,4709.459499,82590.93663,4833.702628
ACC08602,Canada,2023,September,Street,Windy,493.0099554,3,103,Female,0.157126219,0,Good,0,0,Moderate,3,3,15.96218959,4221.40107,Drunk Driving,5,26098.31655,51938.70923,2440.942952
ACC08603,USA,2023,February,Main Road,Foggy,199.0056271,1,54,Female,0.149745511,1,Poor,2,2,Minor,5,3,59.92885144,7978.245631,Drunk Driving,2,34424.00074,54260.33012,721.3086015
ACC08604,USA,2023,October,Highway,Clear,306.7327198,1,91,Female,0.09321879,0,Poor,0,0,Minor,6,0,6.33570648,6761.036991,Speeding,1,5652.304831,58198.51529,3902.815203
ACC08605,Japan,2023,March,Highway,Clear,348.2829671,4,106,Female,0.062544575,1,Poor,0,0,Severe,9,0,59.12783339,5167.194626,Mechanical Failure,8,23078.10458,78936.16046,3479.31005
ACC08606,Australia,2023,June,Main Road,Foggy,377.788145,1,74,Male,0.124534587,0,Poor,2,0,Minor,11,0,58.18045327,3274.298707,Weather,5,49748.10067,4149.025736,3136.729965
ACC08607,Brazil,2023,April,Main Road,Rainy,397.1207907,2,94,Male,0.162617071,1,Good,1,0,Moderate,6,0,13.81719449,1670.901829,Mechanical Failure,7,16278.99171,94730.85451,3163.753114
ACC08608,UK,2023,August,Street,Windy,295.9511182,1,58,Female,0.136997947,0,Poor,0,2,Moderate,1,0,47.97675248,7746.921747,Speeding,6,40678.21703,13951.26102,490.77699
ACC08609,Japan,2023,April,Main Road,Snowy,318.3519728,3,72,Male,0.011482319,1,Good,1,2,Minor,2,2,51.97846314,9151.58777,Speeding,7,17424.38181,75611.08178,3762.347569
ACC08610,India,2023,April,Street,Rainy,220.4043464,2,89,Male,0.168108873,0,Poor,0,0,Minor,17,0,34.29066323,2568.679954,Mechanical Failure,0,15166.37911,93482.82836,1589.212804
ACC08611,UK,2023,November,Main Road,Windy,296.688028,3,106,Female,0.220891889,1,Good,2,2,Moderate,7,3,37.90254307,3219.441035,Speeding,4,45867.54811,92595.01463,572.0495374
ACC08612,USA,2023,June,Highway,Clear,374.0267885,2,77,Female,0.047665591,0,Poor,0,2,Moderate,9,0,40.39255373,3520.563582,Mechanical Failure,7,22868.83489,78848.39953,3787.691273
ACC08613,Japan,2023,January,Highway,Rainy,327.8891851,1,64,Female,0.182295028,0,Poor,0,2,Severe,15,4,23.92055539,2005.973967,Distracted Driving,6,1578.612176,87039.97493,2794.126638
ACC08614,Canada,2023,January,Highway,Rainy,471.3965979,2,57,Male,0.152066727,1,Moderate,0,0,Severe,7,0,24.17283316,9904.117967,Drunk Driving,9,11701.21135,46566.00424,3037.860715
ACC08615,Russia,2023,January,Street,Foggy,356.6816559,2,109,Female,0.195047701,0,Poor,1,2,Severe,6,3,36.41536118,132.2075099,Drunk Driving,3,35210.50216,44260.48955,3426.50254
ACC08616,Australia,2023,April,Highway,Snowy,359.4913581,1,35,Female,0.026597216,0,Moderate,0,2,Minor,10,1,48.81148698,9407.692407,Distracted Driving,9,26777.26364,12489.04518,2988.014411
ACC08617,Brazil,2023,August,Highway,Foggy,380.4178484,2,35,Female,0.200446134,1,Poor,1,1,Moderate,17,1,23.95963901,8755.382696,Mechanical Failure,1,32021.6213,77799.48119,734.6605745
ACC08618,India,2023,July,Main Road,Rainy,184.8636638,3,62,Male,0.045005475,0,Good,0,2,Minor,0,3,39.21493657,3952.099236,Speeding,2,15420.93798,14930.89934,3552.560518
ACC08619,UK,2023,December,Highway,Rainy,73.38059593,1,59,Male,0.248892155,0,Poor,1,0,Minor,11,2,9.73566321,2178.400649,Weather,7,1102.963105,25387.10584,1434.345402
ACC08620,Germany,2023,February,Main Road,Windy,238.091616,1,32,Male,0.145116731,1,Moderate,0,0,Minor,16,4,35.72508835,5608.662996,Mechanical Failure,6,10038.09377,17363.06524,2030.057585
ACC08621,USA,2023,August,Main Road,Rainy,179.7150404,1,74,Male,0.237228208,0,Moderate,0,1,Moderate,16,1,44.27141473,6565.977419,Drunk Driving,6,16364.15071,80181.03438,712.4909576
ACC08622,Canada,2023,February,Street,Clear,266.4086283,3,119,Female,0.057068632,1,Moderate,2,2,Minor,13,1,39.0628101,1441.001773,Speeding,8,33632.27353,91782.92318,1334.396273
ACC08623,Japan,2023,November,Highway,Windy,261.863934,2,34,Male,0.129635548,0,Moderate,0,1,Severe,12,2,29.32753086,6433.383371,Mechanical Failure,0,2933.759117,8260.995983,2086.823882
ACC08624,China,2023,January,Highway,Clear,435.2295688,2,80,Female,0.125391642,0,Good,0,2,Severe,6,1,50.03042834,9309.819049,Weather,4,1980.267837,81621.86889,2696.795913
ACC08625,Germany,2023,December,Main Road,Rainy,194.3313953,2,93,Female,0.09458751,0,Moderate,2,1,Minor,17,1,20.62078386,9047.91326,Weather,3,10665.67159,82007.64791,684.0840446
ACC08626,Russia,2023,March,Street,Windy,459.5110594,4,43,Female,0.117622671,0,Poor,2,1,Moderate,4,1,55.81445781,4890.837313,Distracted Driving,8,7670.6279,63546.49694,2730.671407
ACC08627,China,2023,May,Main Road,Windy,54.10978913,3,117,Male,0.193547244,1,Moderate,0,0,Minor,11,4,58.7194366,2609.265505,Speeding,6,36801.9607,50201.58407,3252.036286
ACC08628,UK,2023,April,Main Road,Foggy,333.6779337,3,106,Male,0.141904121,0,Good,2,1,Minor,9,2,53.21911982,5836.16453,Weather,6,48271.32268,25453.7893,2974.532858
ACC08629,Russia,2023,February,Street,Rainy,374.9361474,3,57,Male,0.222528225,1,Moderate,1,0,Severe,19,1,5.03576927,2069.978014,Speeding,2,46374.84351,5227.301388,3422.980266
ACC08630,China,2023,August,Main Road,Clear,168.0514128,3,53,Male,0.074632997,0,Good,0,1,Moderate,12,3,16.73257738,9989.139003,Mechanical Failure,2,13247.29813,96945.34727,1829.31365
ACC08631,UK,2023,June,Street,Snowy,291.7310702,1,109,Male,0.104138838,1,Poor,2,2,Minor,1,2,35.59381508,8445.149341,Drunk Driving,4,36142.08788,66196.54022,446.4076004
ACC08632,Canada,2023,July,Main Road,Rainy,61.45454765,2,76,Male,0.101567421,0,Good,0,1,Moderate,7,3,52.54638584,9250.490383,Drunk Driving,8,46673.26428,59557.17622,1525.553823
ACC08633,India,2023,September,Main Road,Clear,410.1392688,1,62,Female,0.220141684,0,Moderate,2,2,Severe,8,0,27.60188911,2764.021138,Drunk Driving,4,23868.91282,92718.26603,3613.800448
ACC08634,Japan,2023,April,Main Road,Foggy,406.5765027,1,31,Male,0.065952295,1,Poor,2,1,Minor,14,0,10.8241293,2964.359829,Drunk Driving,3,42880.58307,13670.66359,3310.034319
ACC08635,Australia,2023,January,Highway,Clear,210.958053,4,50,Female,0.015810849,0,Poor,1,1,Minor,16,4,28.19707277,4065.007578,Drunk Driving,9,40065.4522,80597.01795,2784.880507
ACC08636,UK,2023,July,Street,Rainy,106.796128,4,98,Male,0.215222051,0,Poor,2,0,Minor,10,4,58.20132555,3147.623892,Distracted Driving,0,19978.69102,22202.71819,626.252709
ACC08637,Australia,2023,January,Highway,Snowy,416.9051106,4,112,Female,0.232069297,0,Good,0,1,Minor,6,1,13.74713228,4461.192921,Weather,4,28816.52494,38568.05181,1226.835144
ACC08638,UK,2023,May,Main Road,Rainy,490.9852486,3,84,Female,0.119880029,1,Good,2,2,Severe,16,0,53.96232947,1641.381018,Mechanical Failure,5,49274.44262,11340.88603,1163.242369
ACC08639,USA,2023,November,Main Road,Foggy,407.1825385,4,100,Female,0.149344677,0,Good,1,1,Moderate,14,1,28.07150688,8715.854166,Mechanical Failure,8,17885.41422,8354.042243,3834.348216
ACC08640,Brazil,2023,June,Highway,Rainy,431.5710428,3,76,Male,0.016137054,1,Poor,2,2,Moderate,5,4,6.301794694,4171.95742,Speeding,9,13563.62594,43370.32478,2847.179968
ACC08641,Canada,2023,June,Street,Rainy,250.685095,3,52,Female,0.159027003,0,Poor,1,1,Severe,19,0,21.95726224,9191.839402,Distracted Driving,6,42592.16507,68233.68539,2121.684435
ACC08642,Australia,2023,March,Highway,Snowy,70.98931912,1,92,Female,0.108272623,1,Moderate,1,0,Severe,4,4,42.24964058,6132.030271,Weather,7,44577.11987,70216.12588,4464.576177
ACC08643,USA,2023,June,Highway,Rainy,469.7868731,1,108,Male,0.041106222,0,Moderate,0,1,Moderate,0,3,29.47102818,7650.817865,Weather,0,15294.91684,84355.53168,4166.30186
ACC08644,Canada,2023,January,Street,Windy,452.2043012,2,69,Male,0.052319521,0,Poor,1,1,Moderate,13,0,13.95840319,7334.644171,Mechanical Failure,6,37104.40086,54970.24648,2125.011736
ACC08645,Australia,2023,April,Street,Snowy,370.9742434,4,56,Female,0.125271422,0,Good,1,0,Severe,3,2,50.59226764,9400.651954,Weather,6,36292.58237,74990.37581,4349.434001
ACC08646,India,2023,September,Main Road,Rainy,55.19737167,1,33,Female,0.138813815,0,Poor,0,1,Moderate,11,1,55.37732398,1809.021275,Weather,7,45293.83087,24506.71952,3825.5365
ACC08647,UK,2023,November,Highway,Snowy,380.5175505,1,107,Male,0.108422919,1,Good,0,0,Minor,5,1,55.66615084,7241.619891,Mechanical Failure,8,17404.9821,37707.89126,3087.401863
ACC08648,India,2023,March,Highway,Windy,346.2288366,4,67,Male,0.193468074,0,Good,0,2,Minor,6,0,28.6309972,877.5187407,Weather,8,42671.82294,42666.19513,636.7163905
ACC08649,China,2023,January,Main Road,Clear,282.2466416,4,107,Female,0.177442913,1,Poor,1,2,Severe,3,0,11.42896468,5745.921652,Distracted Driving,8,2474.527126,89713.70252,2427.819461
ACC08650,Australia,2023,February,Highway,Windy,305.2548932,2,68,Female,0.013748414,0,Moderate,1,0,Minor,10,2,31.18860869,5087.071687,Distracted Driving,0,22805.75054,21543.99345,429.851289
ACC08651,China,2023,February,Highway,Windy,99.97914229,4,68,Female,0.072790673,0,Moderate,2,2,Minor,0,2,14.36949024,5496.803024,Mechanical Failure,2,25040.89036,32865.50685,4558.925761
ACC08652,Germany,2023,April,Street,Windy,294.9574518,2,56,Male,0.071593264,1,Poor,0,2,Moderate,12,4,10.85038828,5937.470661,Weather,9,13788.56318,70097.10725,3012.54817
ACC08653,Brazil,2023,May,Highway,Foggy,220.3578063,2,69,Male,0.155461723,0,Moderate,2,0,Severe,1,1,18.70878163,2791.345883,Mechanical Failure,3,48903.57273,79120.38134,550.2361053
ACC08654,Russia,2023,October,Main Road,Foggy,204.6390898,4,93,Female,0.079408541,0,Good,0,2,Minor,13,4,14.18950095,2277.091588,Distracted Driving,7,44849.63698,19926.46886,1678.092352
ACC08655,Canada,2023,September,Highway,Foggy,374.3426912,3,33,Female,0.173876365,1,Moderate,1,1,Moderate,4,4,12.38913908,3989.542348,Distracted Driving,4,11818.27102,82217.46121,282.2311724
ACC08656,Australia,2023,November,Street,Rainy,399.898882,2,37,Male,0.058951587,0,Good,1,1,Severe,4,4,17.66708358,1835.543526,Speeding,9,5869.927979,85229.18128,313.8359423
ACC08657,Japan,2023,October,Street,Windy,486.8759279,4,51,Male,0.22635293,1,Moderate,1,2,Minor,12,3,13.41888673,777.1803301,Distracted Driving,6,18578.8855,71034.80817,3886.161486
ACC08658,Canada,2023,July,Main Road,Clear,370.0761599,2,65,Female,0.143906295,0,Poor,2,0,Minor,15,4,45.36031511,794.9137832,Weather,6,46424.04745,3183.350366,1219.671813
ACC08659,UK,2023,May,Main Road,Snowy,162.3968353,1,118,Male,0.218353565,1,Good,1,1,Minor,10,1,10.06372225,3498.808657,Weather,9,26633.54453,26410.02554,2280.149316
ACC08660,Germany,2023,August,Street,Clear,479.008383,2,55,Female,0.091222385,0,Poor,1,0,Moderate,16,4,56.32860793,8830.082152,Mechanical Failure,0,33510.43241,99833.77544,4050.950009
ACC08661,Russia,2023,July,Highway,Windy,495.0099318,1,70,Male,0.015517018,1,Moderate,1,0,Moderate,5,1,58.78075413,415.4370177,Speeding,9,2053.117838,90835.03606,3943.535268
ACC08662,Germany,2023,January,Main Road,Windy,366.9930671,3,110,Male,0.060911171,0,Moderate,2,1,Severe,8,2,18.06811893,9752.322213,Drunk Driving,6,21096.17453,91028.26262,3783.217744
ACC08663,Russia,2023,July,Highway,Foggy,65.42751954,3,93,Male,0.219476772,1,Poor,1,1,Severe,7,0,18.44450341,2700.40517,Mechanical Failure,6,5541.234072,54231.37398,4651.771343
ACC08664,China,2023,May,Highway,Foggy,436.9932425,4,109,Male,0.050494813,1,Good,2,0,Minor,1,4,18.73157379,2045.892126,Mechanical Failure,3,49781.7202,67631.90385,2830.413927
ACC08665,Brazil,2023,October,Street,Clear,442.6648842,1,40,Male,0.061314794,0,Moderate,0,0,Severe,18,1,16.82644685,1264.573996,Speeding,3,48393.07091,38626.81693,1189.21419
ACC08666,Brazil,2023,January,Street,Foggy,362.4270755,1,112,Male,0.077103624,0,Moderate,0,1,Minor,2,3,49.12926127,2268.965507,Distracted Driving,3,15383.43771,51921.87552,3412.439878
ACC08667,Russia,2023,July,Street,Rainy,130.5341429,3,37,Male,0.212507189,0,Good,1,0,Moderate,8,1,11.15453292,6673.09802,Weather,2,11672.03366,40693.58487,3949.334511
ACC08668,Australia,2023,June,Street,Snowy,311.4249062,4,115,Female,0.150978341,0,Moderate,1,1,Moderate,11,1,8.113562404,3724.840227,Drunk Driving,8,12615.31765,66770.39351,4246.801272
ACC08669,Russia,2023,May,Main Road,Rainy,347.8334879,4,106,Female,0.183471872,1,Poor,2,1,Moderate,14,3,12.02952476,2860.592701,Drunk Driving,2,38688.0398,90323.31996,1711.779432
ACC08670,Russia,2023,September,Street,Snowy,322.4450447,1,30,Male,0.221241813,1,Poor,0,1,Moderate,1,0,17.48231306,5413.108868,Drunk Driving,8,9599.702645,29658.29107,4308.493702
ACC08671,Australia,2023,October,Main Road,Windy,370.9676285,2,101,Female,0.236316135,1,Moderate,1,1,Moderate,15,4,14.2850245,5171.809038,Weather,8,31471.0375,14465.06883,3204.499255
ACC08672,Russia,2023,August,Highway,Rainy,91.35574089,4,30,Female,0.039370316,0,Good,2,2,Minor,13,4,18.31585448,4511.609344,Weather,9,2451.383799,99477.00178,737.5171183
ACC08673,Germany,2023,June,Main Road,Snowy,82.01606148,4,96,Male,0.237101732,0,Moderate,2,1,Moderate,11,4,58.66711725,6111.514606,Speeding,8,45663.56301,78386.1946,1352.605294
ACC08674,UK,2023,August,Highway,Foggy,469.8046809,4,38,Female,0.207192269,0,Good,2,2,Severe,7,1,8.986048371,5825.592886,Speeding,9,34770.71724,71896.94817,1087.352922
ACC08675,China,2023,October,Main Road,Foggy,371.429162,1,92,Female,0.146090887,1,Moderate,0,2,Moderate,14,1,17.41965262,8895.835899,Drunk Driving,5,39666.42043,84028.03487,2981.567335
ACC08676,Japan,2023,September,Main Road,Clear,221.5732532,1,116,Female,0.084468433,0,Poor,2,2,Severe,16,2,53.74098195,3682.578701,Drunk Driving,6,9198.598961,67566.86266,1964.229813
ACC08677,UK,2023,May,Street,Foggy,391.3798579,1,78,Female,0.092279061,0,Good,2,2,Moderate,0,0,9.952235232,262.3528539,Speeding,9,10950.14796,55344.68444,226.9485186
ACC08678,UK,2023,October,Street,Foggy,232.0486028,2,78,Female,0.009642252,1,Poor,0,1,Moderate,13,3,56.5783121,2296.304807,Weather,4,40217.32741,3876.621303,1967.936095
ACC08679,India,2023,February,Main Road,Clear,395.8026962,3,41,Female,0.139175671,0,Poor,0,2,Minor,3,1,58.43020587,9693.723619,Weather,0,20660.9542,48421.10026,4122.511741
ACC08680,India,2023,October,Main Road,Snowy,344.0048542,4,116,Male,0.178674316,0,Poor,1,0,Minor,10,1,56.62901129,8897.020721,Speeding,7,6395.44206,86136.27857,1277.426442
ACC08681,Russia,2023,June,Main Road,Windy,90.46153382,2,109,Female,0.237756136,1,Poor,0,1,Moderate,0,1,6.277518314,7263.673902,Mechanical Failure,8,45844.44821,43148.57414,4929.928574
ACC08682,Germany,2023,February,Main Road,Clear,358.4976195,1,66,Male,0.146097575,0,Moderate,0,0,Minor,3,3,54.87174944,5238.548108,Weather,2,10357.06256,58053.6459,3178.4322
ACC08683,Germany,2023,September,Main Road,Foggy,103.350326,3,112,Male,0.165310098,1,Good,2,2,Moderate,11,4,31.87468861,866.2935138,Speeding,1,46912.82763,44527.14472,4161.906344
